Time   [HA]   [A-][H+] 
459.8 0.01 1.19 0.99
459.9 0.01 1.19 0.99
460.0 0.01 1.19 0.99
460.1 0.01 1.19 0.99
460.2 0.01 1.19 0.99
460.3 0.01 1.19 0.99
460.4 0.01 1.19 0.99
460.5 0.01 1.19 0.99
460.6 0.01 1.19 0.99
460.7 0.01 1.19 0.99
460.8 0.01 1.19 0.99
460.9 0.01 1.19 0.99
461.0 0.01 1.19 0.99
461.1 0.01 1.19 0.99
461.2 0.01 1.19 0.99
461.3 0.01 1.19 0.99
461.4 0.01 1.19 0.99
461.5 0.01 1.19 0.99
461.6 0.01 1.19 0.99
461.7 0.01 1.19 0.99
461.8 0.01 1.19 0.99
461.9 0.01 1.19 0.99
462.0 0.01 1.19 0.99
462.1 0.01 1.19 0.99
462.2 0.01 1.19 0.99
462.3 0.01 1.19 0.99
462.4 0.01 1.19 0.99
462.5 0.01 1.19 0.99
462.6 0.01 1.19 0.99
462.7 0.01 1.19 0.99
462.8 0.01 1.19 0.99
462.9 0.01 1.19 0.99
463.0 0.01 1.19 0.99
463.1 0.01 1.19 0.99
463.2 0.01 1.19 0.99
463.3 0.01 1.19 0.99
463.4 0.01 1.19 0.99
463.5 0.01 1.19 0.99
463.6 0.01 1.19 0.99
463.7 0.01 1.19 0.99
463.8 0.01 1.19 0.99
463.9 0.01 1.19 0.99
464.0 0.01 1.19 0.99
464.1 0.01 1.19 0.99
464.2 0.01 1.19 0.99
464.3 0.01 1.19 0.99
464.4 0.01 1.19 0.99
464.5 0.01 1.19 0.99
464.6 0.01 1.19 0.99
464.7 0.01 1.19 0.99
464.8 0.01 1.19 0.99
464.9 0.01 1.19 0.99
465.0 0.01 1.19 0.99
465.1 0.01 1.19 0.99
465.2 0.01 1.19 0.99
465.3 0.01 1.19 0.99
465.4 0.01 1.19 0.99
465.5 0.01 1.19 0.99
465.6 0.01 1.19 0.99
465.7 0.01 1.19 0.99
465.8 0.01 1.19 0.99
465.9 0.01 1.19 0.99
466.0 0.01 1.19 0.99
466.1 0.01 1.19 0.99
466.2 0.01 1.19 0.99
466.3 0.01 1.19 0.99
466.4 0.01 1.19 0.99
466.5 0.01 1.19 0.99
466.6 0.01 1.19 0.99
466.7 0.01 1.19 0.99
466.8 0.01 1.19 0.99
466.9 0.01 1.19 0.99
467.0 0.01 1.19 0.99
467.1 0.01 1.19 0.99
467.2 0.01 1.19 0.99
467.3 0.01 1.19 0.99
467.4 0.01 1.19 0.99
467.5 0.01 1.19 0.99
467.6 0.01 1.19 0.99
467.7 0.01 1.19 0.99
467.8 0.01 1.19 0.99
467.9 0.01 1.19 0.99
468.0 0.01 1.19 0.99
468.1 0.01 1.19 0.99
468.2 0.01 1.19 0.99
468.3 0.01 1.19 0.99
468.4 0.01 1.19 0.99
468.5 0.01 1.19 0.99
468.6 0.01 1.19 0.99
468.7 0.01 1.19 0.99
468.8 0.01 1.19 0.99
468.9 0.01 1.19 0.99
469.0 0.01 1.19 0.99
469.1 0.01 1.19 0.99
469.2 0.01 1.19 0.99
469.3 0.01 1.19 0.99
469.4 0.01 1.19 0.99
469.5 0.01 1.19 0.99
469.6 0.01 1.19 0.99
469.7 0.01 1.19 0.99
469.8 0.01 1.19 0.99
469.9 0.01 1.19 0.99
470.0 0.01 1.19 0.99
470.1 0.01 1.19 0.99
470.2 0.01 1.19 0.99
470.3 0.01 1.19 0.99
470.4 0.01 1.19 0.99
470.5 0.01 1.19 0.99
470.6 0.01 1.19 0.99
470.7 0.01 1.19 0.99
470.8 0.01 1.19 0.99
470.9 0.01 1.19 0.99
471.0 0.01 1.19 0.99
471.1 0.01 1.19 0.99
471.2 0.01 1.19 0.99
471.3 0.01 1.19 0.99
471.4 0.01 1.19 0.99
471.5 0.01 1.19 0.99
471.6 0.01 1.19 0.99
471.7 0.01 1.19 0.99
471.8 0.01 1.19 0.99
471.9 0.01 1.19 0.99
472.0 0.01 1.19 0.99
472.1 0.01 1.19 0.99
472.2 0.01 1.19 0.99
472.3 0.01 1.19 0.99
472.4 0.01 1.19 0.99
472.5 0.01 1.19 0.99
472.6 0.01 1.19 0.99
472.7 0.01 1.19 0.99
472.8 0.01 1.19 0.99
472.9 0.01 1.19 0.99
473.0 0.01 1.19 0.99
473.1 0.01 1.19 0.99
473.2 0.01 1.19 0.99
473.3 0.01 1.19 0.99
473.4 0.01 1.19 0.99
473.5 0.01 1.19 0.99
473.6 0.01 1.19 0.99
473.7 0.01 1.19 0.99
473.8 0.01 1.19 0.99
473.9 0.01 1.19 0.99
474.0 0.01 1.19 0.99
474.1 0.01 1.19 0.99
474.2 0.01 1.19 0.99
474.3 0.01 1.19 0.99
474.4 0.01 1.19 0.99
474.5 0.01 1.19 0.99
474.6 0.01 1.19 0.99
474.7 0.01 1.19 0.99
474.8 0.01 1.19 0.99
474.9 0.01 1.19 0.99
475.0 0.01 1.19 0.99
475.1 0.01 1.19 0.99
475.2 0.01 1.19 0.99
475.3 0.01 1.19 0.99
475.4 0.01 1.19 0.99
475.5 0.01 1.19 0.99
475.6 0.01 1.19 0.99
475.7 0.01 1.19 0.99
475.8 0.01 1.19 0.99
475.9 0.01 1.19 0.99
476.0 0.01 1.19 0.99
476.1 0.01 1.19 0.99
476.2 0.01 1.19 0.99
476.3 0.01 1.19 0.99
476.4 0.01 1.19 0.99
476.5 0.01 1.19 0.99
476.6 0.01 1.19 0.99
476.7 0.01 1.19 0.99
476.8 0.01 1.19 0.99
476.9 0.01 1.19 0.99
477.0 0.01 1.19 0.99
477.1 0.01 1.19 0.99
477.2 0.01 1.19 0.99
477.3 0.01 1.19 0.99
477.4 0.01 1.19 0.99
477.5 0.01 1.19 0.99
477.6 0.01 1.19 0.99
477.7 0.01 1.19 0.99
477.8 0.01 1.19 0.99
477.9 0.01 1.19 0.99
478.0 0.01 1.19 0.99
478.1 0.01 1.19 0.99
478.2 0.01 1.19 0.99
478.3 0.01 1.19 0.99
478.4 0.01 1.19 0.99
478.5 0.01 1.19 0.99
478.6 0.01 1.19 0.99
478.7 0.01 1.19 0.99
478.8 0.01 1.19 0.99
478.9 0.01 1.19 0.99
479.0 0.01 1.19 0.99
479.1 0.01 1.19 0.99
479.2 0.01 1.19 0.99
479.3 0.01 1.19 0.99
479.4 0.01 1.19 0.99
479.5 0.01 1.19 0.99
479.6 0.01 1.19 0.99
479.7 0.01 1.19 0.99
479.8 0.01 1.19 0.99
479.9 0.01 1.19 0.99
480.0 0.01 1.19 0.99
480.1 0.01 1.19 0.99
480.2 0.01 1.19 0.99
480.3 0.01 1.19 0.99
480.4 0.01 1.19 0.99
480.5 0.01 1.19 0.99
480.6 0.01 1.19 0.99
480.7 0.01 1.19 0.99
480.8 0.01 1.19 0.99
480.9 0.01 1.19 0.99
481.0 0.01 1.19 0.99
481.1 0.01 1.19 0.99
481.2 0.01 1.19 0.99
481.3 0.01 1.19 0.99
481.4 0.01 1.19 0.99
481.5 0.01 1.19 0.99
481.6 0.01 1.19 0.99
481.7 0.01 1.19 0.99
481.8 0.01 1.19 0.99
481.9 0.01 1.19 0.99
482.0 0.01 1.19 0.99
482.1 0.01 1.19 0.99
482.2 0.01 1.19 0.99
482.3 0.01 1.19 0.99
482.4 0.01 1.19 0.99
482.5 0.01 1.19 0.99
482.6 0.01 1.19 0.99
482.7 0.01 1.19 0.99
482.8 0.01 1.19 0.99
482.9 0.01 1.19 0.99
483.0 0.01 1.19 0.99
483.1 0.01 1.19 0.99
483.2 0.01 1.19 0.99
483.3 0.01 1.19 0.99
483.4 0.01 1.19 0.99
483.5 0.01 1.19 0.99
483.6 0.01 1.19 0.99
483.7 0.01 1.19 0.99
483.8 0.01 1.19 0.99
483.9 0.01 1.19 0.99
484.0 0.01 1.19 0.99
484.1 0.01 1.19 0.99
484.2 0.01 1.19 0.99
484.3 0.01 1.19 0.99
484.4 0.01 1.19 0.99
484.5 0.01 1.19 0.99
484.6 0.01 1.19 0.99
484.7 0.01 1.19 0.99
484.8 0.01 1.19 0.99
484.9 0.01 1.19 0.99
485.0 0.01 1.19 0.99
485.1 0.01 1.19 0.99
485.2 0.01 1.19 0.99
485.3 0.01 1.19 0.99
485.4 0.01 1.19 0.99
485.5 0.01 1.19 0.99
485.6 0.01 1.19 0.99
485.7 0.01 1.19 0.99
485.8 0.01 1.19 0.99
485.9 0.01 1.19 0.99
486.0 0.01 1.19 0.99
486.1 0.01 1.19 0.99
486.2 0.01 1.19 0.99
486.3 0.01 1.19 0.99
486.4 0.01 1.19 0.99
486.5 0.01 1.19 0.99
486.6 0.01 1.19 0.99
486.7 0.01 1.19 0.99
486.8 0.01 1.19 0.99
486.9 0.01 1.19 0.99
487.0 0.01 1.19 0.99
487.1 0.01 1.19 0.99
487.2 0.01 1.19 0.99
487.3 0.01 1.19 0.99
487.4 0.01 1.19 0.99
487.5 0.01 1.19 0.99
487.6 0.01 1.19 0.99
487.7 0.01 1.19 0.99
487.8 0.01 1.19 0.99
487.9 0.01 1.19 0.99
488.0 0.01 1.19 0.99
488.1 0.01 1.19 0.99
488.2 0.01 1.19 0.99
488.3 0.01 1.19 0.99
488.4 0.01 1.19 0.99
488.5 0.01 1.19 0.99
488.6 0.01 1.19 0.99
488.7 0.01 1.19 0.99
488.8 0.01 1.19 0.99
488.9 0.01 1.19 0.99
489.0 0.01 1.19 0.99
489.1 0.01 1.19 0.99
489.2 0.01 1.19 0.99
489.3 0.01 1.19 0.99
489.4 0.01 1.19 0.99
489.5 0.01 1.19 0.99
489.6 0.01 1.19 0.99
489.7 0.01 1.19 0.99
489.8 0.01 1.19 0.99
489.9 0.01 1.19 0.99
490.0 0.01 1.19 0.99
490.1 0.01 1.19 0.99
490.2 0.01 1.19 0.99
490.3 0.01 1.19 0.99
490.4 0.01 1.19 0.99
490.5 0.01 1.19 0.99
490.6 0.01 1.19 0.99
490.7 0.01 1.19 0.99
490.8 0.01 1.19 0.99
490.9 0.01 1.19 0.99
491.0 0.01 1.19 0.99
491.1 0.01 1.19 0.99
491.2 0.01 1.19 0.99
491.3 0.01 1.19 0.99
491.4 0.01 1.19 0.99
491.5 0.01 1.19 0.99
491.6 0.01 1.19 0.99
491.7 0.01 1.19 0.99
491.8 0.01 1.19 0.99
491.9 0.01 1.19 0.99
492.0 0.01 1.19 0.99
492.1 0.01 1.19 0.99
492.2 0.01 1.19 0.99
492.3 0.01 1.19 0.99
492.4 0.01 1.19 0.99
492.5 0.01 1.19 0.99
492.6 0.01 1.19 0.99
492.7 0.01 1.19 0.99
492.8 0.01 1.19 0.99
492.9 0.01 1.19 0.99
493.0 0.01 1.19 0.99
493.1 0.01 1.19 0.99
493.2 0.01 1.19 0.99
493.3 0.01 1.19 0.99
493.4 0.01 1.19 0.99
493.5 0.01 1.19 0.99
493.6 0.01 1.19 0.99
493.7 0.01 1.19 0.99
493.8 0.01 1.19 0.99
493.9 0.01 1.19 0.99
494.0 0.01 1.19 0.99
494.1 0.01 1.19 0.99
494.2 0.01 1.19 0.99
494.3 0.01 1.19 0.99
494.4 0.01 1.19 0.99
494.5 0.01 1.19 0.99
494.6 0.01 1.19 0.99
494.7 0.01 1.19 0.99
494.8 0.01 1.19 0.99
494.9 0.01 1.19 0.99
495.0 0.01 1.19 0.99
495.1 0.01 1.19 0.99
495.2 0.01 1.19 0.99
495.3 0.01 1.19 0.99
495.4 0.01 1.19 0.99
495.5 0.01 1.19 0.99
495.6 0.01 1.19 0.99
495.7 0.01 1.19 0.99
495.8 0.01 1.19 0.99
495.9 0.01 1.19 0.99
496.0 0.01 1.19 0.99
496.1 0.01 1.19 0.99
496.2 0.01 1.19 0.99
496.3 0.01 1.19 0.99
496.4 0.01 1.19 0.99
496.5 0.01 1.19 0.99
496.6 0.01 1.19 0.99
496.7 0.01 1.19 0.99
496.8 0.01 1.19 0.99
496.9 0.01 1.19 0.99
497.0 0.01 1.19 0.99
497.1 0.01 1.19 0.99
497.2 0.01 1.19 0.99
497.3 0.01 1.19 0.99
497.4 0.01 1.19 0.99
497.5 0.01 1.19 0.99
497.6 0.01 1.19 0.99
497.7 0.01 1.19 0.99
497.8 0.01 1.19 0.99
497.9 0.01 1.19 0.99
498.0 0.01 1.19 0.99
498.1 0.01 1.19 0.99
498.2 0.01 1.19 0.99
498.3 0.01 1.19 0.99
498.4 0.01 1.19 0.99
498.5 0.01 1.19 0.99
498.6 0.01 1.19 0.99
498.7 0.01 1.19 0.99
498.8 0.01 1.19 0.99
498.9 0.01 1.19 0.99
499.0 0.01 1.19 0.99
499.1 0.01 1.19 0.99
499.2 0.01 1.19 0.99
499.3 0.01 1.19 0.99
499.4 0.01 1.19 0.99
499.5 0.01 1.19 0.99
499.6 0.01 1.19 0.99
499.7 0.01 1.19 0.99
499.8 0.01 1.19 0.99
499.9 0.01 1.19 0.99
500.0 0.01 1.19 0.99
500.1 0.01 1.19 0.99
500.2 0.01 1.19 0.99
500.3 0.01 1.19 0.99
500.4 0.01 1.19 0.99
500.5 0.01 1.19 0.99
500.6 0.01 1.19 0.99
500.7 0.01 1.19 0.99
500.8 0.01 1.19 0.99
500.9 0.01 1.19 0.99
501.0 0.01 1.19 0.99
501.1 0.01 1.19 0.99
501.2 0.01 1.19 0.99
501.3 0.01 1.19 0.99
501.4 0.01 1.19 0.99
501.5 0.01 1.19 0.99
501.6 0.01 1.19 0.99
501.7 0.01 1.19 0.99
501.8 0.01 1.19 0.99
501.9 0.01 1.19 0.99
502.0 0.01 1.19 0.99
502.1 0.01 1.19 0.99
502.2 0.01 1.19 0.99
502.3 0.01 1.19 0.99
502.4 0.01 1.19 0.99
502.5 0.01 1.19 0.99
502.6 0.01 1.19 0.99
502.7 0.01 1.19 0.99
502.8 0.01 1.19 0.99
502.9 0.01 1.19 0.99
503.0 0.01 1.19 0.99
503.1 0.01 1.19 0.99
503.2 0.01 1.19 0.99
503.3 0.01 1.19 0.99
503.4 0.01 1.19 0.99
503.5 0.01 1.19 0.99
503.6 0.01 1.19 0.99
503.7 0.01 1.19 0.99
503.8 0.01 1.19 0.99
503.9 0.01 1.19 0.99
504.0 0.01 1.19 0.99
504.1 0.01 1.19 0.99
504.2 0.01 1.19 0.99
504.3 0.01 1.19 0.99
504.4 0.01 1.19 0.99
504.5 0.01 1.19 0.99
504.6 0.01 1.19 0.99
504.7 0.01 1.19 0.99
504.8 0.01 1.19 0.99
504.9 0.01 1.19 0.99
505.0 0.01 1.19 0.99
505.1 0.01 1.19 0.99
505.2 0.01 1.19 0.99
505.3 0.01 1.19 0.99
505.4 0.01 1.19 0.99
505.5 0.01 1.19 0.99
505.6 0.01 1.19 0.99
505.7 0.01 1.19 0.99
505.8 0.01 1.19 0.99
505.9 0.01 1.19 0.99
506.0 0.01 1.19 0.99
506.1 0.01 1.19 0.99
506.2 0.01 1.19 0.99
506.3 0.01 1.19 0.99
506.4 0.01 1.19 0.99
506.5 0.01 1.19 0.99
506.6 0.01 1.19 0.99
506.7 0.01 1.19 0.99
506.8 0.01 1.19 0.99
506.9 0.01 1.19 0.99
507.0 0.01 1.19 0.99
507.1 0.01 1.19 0.99
507.2 0.01 1.19 0.99
507.3 0.01 1.19 0.99
507.4 0.01 1.19 0.99
507.5 0.01 1.19 0.99
507.6 0.01 1.19 0.99
507.7 0.01 1.19 0.99
507.8 0.01 1.19 0.99
507.9 0.01 1.19 0.99
508.0 0.01 1.19 0.99
508.1 0.01 1.19 0.99
508.2 0.01 1.19 0.99
508.3 0.01 1.19 0.99
508.4 0.01 1.19 0.99
508.5 0.01 1.19 0.99
508.6 0.01 1.19 0.99
508.7 0.01 1.19 0.99
508.8 0.01 1.19 0.99
508.9 0.01 1.19 0.99
509.0 0.01 1.19 0.99
509.1 0.01 1.19 0.99
509.2 0.01 1.19 0.99
509.3 0.01 1.19 0.99
509.4 0.01 1.19 0.99
509.5 0.01 1.19 0.99
509.6 0.01 1.19 0.99
509.7 0.01 1.19 0.99
509.8 0.01 1.19 0.99
509.9 0.01 1.19 0.99
510.0 0.01 1.19 0.99
510.1 0.01 1.19 0.99
510.2 0.01 1.19 0.99
510.3 0.01 1.19 0.99
510.4 0.01 1.19 0.99
510.5 0.01 1.19 0.99
510.6 0.01 1.19 0.99
510.7 0.01 1.19 0.99
510.8 0.01 1.19 0.99
510.9 0.01 1.19 0.99
511.0 0.01 1.19 0.99
511.1 0.01 1.19 0.99
511.2 0.01 1.19 0.99
511.3 0.01 1.19 0.99
511.4 0.01 1.19 0.99
511.5 0.01 1.19 0.99
511.6 0.01 1.19 0.99
511.7 0.01 1.19 0.99
511.8 0.01 1.19 0.99
511.9 0.01 1.19 0.99
512.0 0.01 1.19 0.99
512.1 0.01 1.19 0.99
512.2 0.01 1.19 0.99
512.3 0.01 1.19 0.99
512.4 0.01 1.19 0.99
512.5 0.01 1.19 0.99
512.6 0.01 1.19 0.99
512.7 0.01 1.19 0.99
512.8 0.01 1.19 0.99
512.9 0.01 1.19 0.99
513.0 0.01 1.19 0.99
513.1 0.01 1.19 0.99
513.2 0.01 1.19 0.99
513.3 0.01 1.19 0.99
513.4 0.01 1.19 0.99
513.5 0.01 1.19 0.99
513.6 0.01 1.19 0.99
513.7 0.01 1.19 0.99
513.8 0.01 1.19 0.99
513.9 0.01 1.19 0.99
514.0 0.01 1.19 0.99
514.1 0.01 1.19 0.99
514.2 0.01 1.19 0.99
514.3 0.01 1.19 0.99
514.4 0.01 1.19 0.99
514.5 0.01 1.19 0.99
514.6 0.01 1.19 0.99
514.7 0.01 1.19 0.99
514.8 0.01 1.19 0.99
514.9 0.01 1.19 0.99
515.0 0.01 1.19 0.99
515.1 0.01 1.19 0.99
515.2 0.01 1.19 0.99
515.3 0.01 1.19 0.99
515.4 0.01 1.19 0.99
515.5 0.01 1.19 0.99
515.6 0.01 1.19 0.99
515.7 0.01 1.19 0.99
515.8 0.01 1.19 0.99
515.9 0.01 1.19 0.99
516.0 0.01 1.19 0.99
516.1 0.01 1.19 0.99
516.2 0.01 1.19 0.99
516.3 0.01 1.19 0.99
516.4 0.01 1.19 0.99
516.5 0.01 1.19 0.99
516.6 0.01 1.19 0.99
516.7 0.01 1.19 0.99
516.8 0.01 1.19 0.99
516.9 0.01 1.19 0.99
517.0 0.01 1.19 0.99
517.1 0.01 1.19 0.99
517.2 0.01 1.19 0.99
517.3 0.01 1.19 0.99
517.4 0.01 1.19 0.99
517.5 0.01 1.19 0.99
517.6 0.01 1.19 0.99
517.7 0.01 1.19 0.99
517.8 0.01 1.19 0.99
517.9 0.01 1.19 0.99
518.0 0.01 1.19 0.99
518.1 0.01 1.19 0.99
518.2 0.01 1.19 0.99
518.3 0.01 1.19 0.99
518.4 0.01 1.19 0.99
518.5 0.01 1.19 0.99
518.6 0.01 1.19 0.99
518.7 0.01 1.19 0.99
518.8 0.01 1.19 0.99
518.9 0.01 1.19 0.99
519.0 0.01 1.19 0.99
519.1 0.01 1.19 0.99
519.2 0.01 1.19 0.99
519.3 0.01 1.19 0.99
519.4 0.01 1.19 0.99
519.5 0.01 1.19 0.99
519.6 0.01 1.19 0.99
519.7 0.01 1.19 0.99
519.8 0.01 1.19 0.99
519.9 0.01 1.19 0.99
520.0 0.01 1.19 0.99
520.1 0.01 1.19 0.99
520.2 0.01 1.19 0.99
520.3 0.01 1.19 0.99
520.4 0.01 1.19 0.99
520.5 0.01 1.19 0.99
520.6 0.01 1.19 0.99
520.7 0.01 1.19 0.99
520.8 0.01 1.19 0.99
520.9 0.01 1.19 0.99
521.0 0.01 1.19 0.99
521.1 0.01 1.19 0.99
521.2 0.01 1.19 0.99
521.3 0.01 1.19 0.99
521.4 0.01 1.19 0.99
521.5 0.01 1.19 0.99
521.6 0.01 1.19 0.99
521.7 0.01 1.19 0.99
521.8 0.01 1.19 0.99
521.9 0.01 1.19 0.99
522.0 0.01 1.19 0.99
522.1 0.01 1.19 0.99
522.2 0.01 1.19 0.99
522.3 0.01 1.19 0.99
522.4 0.01 1.19 0.99
522.5 0.01 1.19 0.99
522.6 0.01 1.19 0.99
522.7 0.01 1.19 0.99
522.8 0.01 1.19 0.99
522.9 0.01 1.19 0.99
523.0 0.01 1.19 0.99
523.1 0.01 1.19 0.99
523.2 0.01 1.19 0.99
523.3 0.01 1.19 0.99
523.4 0.01 1.19 0.99
523.5 0.01 1.19 0.99
523.6 0.01 1.19 0.99
523.7 0.01 1.19 0.99
523.8 0.01 1.19 0.99
523.9 0.01 1.19 0.99
524.0 0.01 1.19 0.99
524.1 0.01 1.19 0.99
524.2 0.01 1.19 0.99
524.3 0.01 1.19 0.99
524.4 0.01 1.19 0.99
524.5 0.01 1.19 0.99
524.6 0.01 1.19 0.99
524.7 0.01 1.19 0.99
524.8 0.01 1.19 0.99
524.9 0.01 1.19 0.99
525.0 0.01 1.19 0.99
525.1 0.01 1.19 0.99
525.2 0.01 1.19 0.99
525.3 0.01 1.19 0.99
525.4 0.01 1.19 0.99
525.5 0.01 1.19 0.99
525.6 0.01 1.19 0.99
525.7 0.01 1.19 0.99
525.8 0.01 1.19 0.99
525.9 0.01 1.19 0.99
526.0 0.01 1.19 0.99
526.1 0.01 1.19 0.99
526.2 0.01 1.19 0.99
526.3 0.01 1.19 0.99
526.4 0.01 1.19 0.99
526.5 0.01 1.19 0.99
526.6 0.01 1.19 0.99
526.7 0.01 1.19 0.99
526.8 0.01 1.19 0.99
526.9 0.01 1.19 0.99
527.0 0.01 1.19 0.99
527.1 0.01 1.19 0.99
527.2 0.01 1.19 0.99
527.3 0.01 1.19 0.99
527.4 0.01 1.19 0.99
527.5 0.01 1.19 0.99
527.6 0.01 1.19 0.99
527.7 0.01 1.19 0.99
527.8 0.01 1.19 0.99
527.9 0.01 1.19 0.99
528.0 0.01 1.19 0.99
528.1 0.01 1.19 0.99
528.2 0.01 1.19 0.99
528.3 0.01 1.19 0.99
528.4 0.01 1.19 0.99
528.5 0.01 1.19 0.99
528.6 0.01 1.19 0.99
528.7 0.01 1.19 0.99
528.8 0.01 1.19 0.99
528.9 0.01 1.19 0.99
529.0 0.01 1.19 0.99
529.1 0.01 1.19 0.99
529.2 0.01 1.19 0.99
529.3 0.01 1.19 0.99
529.4 0.01 1.19 0.99
529.5 0.01 1.19 0.99
529.6 0.01 1.19 0.99
529.7 0.01 1.19 0.99
529.8 0.01 1.19 0.99
529.9 0.01 1.19 0.99
530.0 0.01 1.19 0.99
530.1 0.01 1.19 0.99
530.2 0.01 1.19 0.99
530.3 0.01 1.19 0.99
530.4 0.01 1.19 0.99
530.5 0.01 1.19 0.99
530.6 0.01 1.19 0.99
530.7 0.01 1.19 0.99
530.8 0.01 1.19 0.99
530.9 0.01 1.19 0.99
531.0 0.01 1.19 0.99
531.1 0.01 1.19 0.99
531.2 0.01 1.19 0.99
531.3 0.01 1.19 0.99
531.4 0.01 1.19 0.99
531.5 0.01 1.19 0.99
531.6 0.01 1.19 0.99
531.7 0.01 1.19 0.99
531.8 0.01 1.19 0.99
531.9 0.01 1.19 0.99
532.0 0.01 1.19 0.99
532.1 0.01 1.19 0.99
532.2 0.01 1.19 0.99
532.3 0.01 1.19 0.99
532.4 0.01 1.19 0.99
532.5 0.01 1.19 0.99
532.6 0.01 1.19 0.99
532.7 0.01 1.19 0.99
532.8 0.01 1.19 0.99
532.9 0.01 1.19 0.99
533.0 0.01 1.19 0.99
533.1 0.01 1.19 0.99
533.2 0.01 1.19 0.99
533.3 0.01 1.19 0.99
533.4 0.01 1.19 0.99
533.5 0.01 1.19 0.99
533.6 0.01 1.19 0.99
533.7 0.01 1.19 0.99
533.8 0.01 1.19 0.99
533.9 0.01 1.19 0.99
534.0 0.01 1.19 0.99
534.1 0.01 1.19 0.99
534.2 0.01 1.19 0.99
534.3 0.01 1.19 0.99
534.4 0.01 1.19 0.99
534.5 0.01 1.19 0.99
534.6 0.01 1.19 0.99
534.7 0.01 1.19 0.99
534.8 0.01 1.19 0.99
534.9 0.01 1.19 0.99
535.0 0.01 1.19 0.99
535.1 0.01 1.19 0.99
535.2 0.01 1.19 0.99
535.3 0.01 1.19 0.99
535.4 0.01 1.19 0.99
535.5 0.01 1.19 0.99
535.6 0.01 1.19 0.99
535.7 0.01 1.19 0.99
535.8 0.01 1.19 0.99
535.9 0.01 1.19 0.99
536.0 0.01 1.19 0.99
536.1 0.01 1.19 0.99
536.2 0.01 1.19 0.99
536.3 0.01 1.19 0.99
536.4 0.01 1.19 0.99
536.5 0.01 1.19 0.99
536.6 0.01 1.19 0.99
536.7 0.01 1.19 0.99
536.8 0.01 1.19 0.99
536.9 0.01 1.19 0.99
537.0 0.01 1.19 0.99
537.1 0.01 1.19 0.99
537.2 0.01 1.19 0.99
537.3 0.01 1.19 0.99
537.4 0.01 1.19 0.99
537.5 0.01 1.19 0.99
537.6 0.01 1.19 0.99
537.7 0.01 1.19 0.99
537.8 0.01 1.19 0.99
537.9 0.01 1.19 0.99
538.0 0.01 1.19 0.99
538.1 0.01 1.19 0.99
538.2 0.01 1.19 0.99
538.3 0.01 1.19 0.99
538.4 0.01 1.19 0.99
538.5 0.01 1.19 0.99
538.6 0.01 1.19 0.99
538.7 0.01 1.19 0.99
538.8 0.01 1.19 0.99
538.9 0.01 1.19 0.99
539.0 0.01 1.19 0.99
539.1 0.01 1.19 0.99
539.2 0.01 1.19 0.99
539.3 0.01 1.19 0.99
539.4 0.01 1.19 0.99
539.5 0.01 1.19 0.99
539.6 0.01 1.19 0.99
539.7 0.01 1.19 0.99
539.8 0.01 1.19 0.99
539.9 0.01 1.19 0.99
540.0 0.01 1.19 0.99
540.1 0.01 1.19 0.99
540.2 0.01 1.19 0.99
540.3 0.01 1.19 0.99
540.4 0.01 1.19 0.99
540.5 0.01 1.19 0.99
540.6 0.01 1.19 0.99
540.7 0.01 1.19 0.99
540.8 0.01 1.19 0.99
540.9 0.01 1.19 0.99
541.0 0.01 1.19 0.99
541.1 0.01 1.19 0.99
541.2 0.01 1.19 0.99
541.3 0.01 1.19 0.99
541.4 0.01 1.19 0.99
541.5 0.01 1.19 0.99
541.6 0.01 1.19 0.99
541.7 0.01 1.19 0.99
541.8 0.01 1.19 0.99
541.9 0.01 1.19 0.99
542.0 0.01 1.19 0.99
542.1 0.01 1.19 0.99
542.2 0.01 1.19 0.99
542.3 0.01 1.19 0.99
542.4 0.01 1.19 0.99
542.5 0.01 1.19 0.99
542.6 0.01 1.19 0.99
542.7 0.01 1.19 0.99
542.8 0.01 1.19 0.99
542.9 0.01 1.19 0.99
543.0 0.01 1.19 0.99
543.1 0.01 1.19 0.99
543.2 0.01 1.19 0.99
543.3 0.01 1.19 0.99
543.4 0.01 1.19 0.99
543.5 0.01 1.19 0.99
543.6 0.01 1.19 0.99
543.7 0.01 1.19 0.99
543.8 0.01 1.19 0.99
543.9 0.01 1.19 0.99
544.0 0.01 1.19 0.99
544.1 0.01 1.19 0.99
544.2 0.01 1.19 0.99
544.3 0.01 1.19 0.99
544.4 0.01 1.19 0.99
544.5 0.01 1.19 0.99
544.6 0.01 1.19 0.99
544.7 0.01 1.19 0.99
544.8 0.01 1.19 0.99
544.9 0.01 1.19 0.99
545.0 0.01 1.19 0.99
545.1 0.01 1.19 0.99
545.2 0.01 1.19 0.99
545.3 0.01 1.19 0.99
545.4 0.01 1.19 0.99
545.5 0.01 1.19 0.99
545.6 0.01 1.19 0.99
545.7 0.01 1.19 0.99
545.8 0.01 1.19 0.99
545.9 0.01 1.19 0.99
546.0 0.01 1.19 0.99
546.1 0.01 1.19 0.99
546.2 0.01 1.19 0.99
546.3 0.01 1.19 0.99
546.4 0.01 1.19 0.99
546.5 0.01 1.19 0.99
546.6 0.01 1.19 0.99
546.7 0.01 1.19 0.99
546.8 0.01 1.19 0.99
546.9 0.01 1.19 0.99
547.0 0.01 1.19 0.99
