Time   [A]   [B] 
25.39 624.04 375.98
25.4 623.93 376.09
25.41 623.82 376.2
25.42 623.72 376.3
25.43 623.61 376.41
25.44 623.51 376.51
25.45 623.4 376.62
25.46 623.29 376.73
25.47 623.19 376.83
25.48 623.08 376.94
25.49 622.98 377.04
25.5 622.87 377.15
25.51 622.76 377.25
25.52 622.66 377.36
25.53 622.55 377.47
25.54 622.45 377.57
25.55 622.34 377.68
25.56 622.24 377.78
25.57 622.13 377.89
25.58 622.03 377.99
25.59 621.92 378.1
25.6 621.81 378.2
25.61 621.71 378.31
25.62 621.6 378.42
25.63 621.5 378.52
25.64 621.39 378.63
25.65 621.29 378.73
25.66 621.18 378.84
25.67 621.08 378.94
25.68 620.97 379.05
25.69 620.87 379.15
25.7 620.76 379.26
25.71 620.66 379.36
25.72 620.55 379.47
25.73 620.45 379.57
25.74 620.34 379.68
25.75 620.24 379.78
25.76 620.13 379.89
25.77 620.03 379.99
25.78 619.92 380.1
25.79 619.82 380.2
25.8 619.71 380.31
25.81 619.61 380.41
25.82 619.5 380.52
25.83 619.4 380.62
25.84 619.29 380.73
25.85 619.19 380.83
25.86 619.08 380.94
25.87 618.98 381.04
25.88 618.87 381.15
25.89 618.77 381.25
25.9 618.66 381.36
25.91 618.56 381.46
25.92 618.45 381.57
25.93 618.35 381.67
25.94 618.24 381.77
25.95 618.14 381.88
25.96 618.04 381.98
25.97 617.93 382.09
25.98 617.83 382.19
25.99 617.72 382.3
26.0 617.62 382.4
26.01 617.51 382.51
26.02 617.41 382.61
26.03 617.3 382.71
26.04 617.2 382.82
26.05 617.1 382.92
26.06 616.99 383.03
26.07 616.89 383.13
26.08 616.78 383.24
26.09 616.68 383.34
26.1 616.57 383.44
26.11 616.47 383.55
26.12 616.37 383.65
26.13 616.26 383.76
26.14 616.16 383.86
26.15 616.05 383.97
26.16 615.95 384.07
26.17 615.85 384.17
26.18 615.74 384.28
26.19 615.64 384.38
26.2 615.53 384.48
26.21 615.43 384.59
26.22 615.33 384.69
26.23 615.22 384.8
26.24 615.12 384.9
26.25 615.02 385.0
26.26 614.91 385.11
26.27 614.81 385.21
26.28 614.7 385.32
26.29 614.6 385.42
26.3 614.5 385.52
26.31 614.39 385.63
26.32 614.29 385.73
26.33 614.19 385.83
26.34 614.08 385.94
26.35 613.98 386.04
26.36 613.88 386.14
26.37 613.77 386.25
26.38 613.67 386.35
26.39 613.57 386.45
26.4 613.46 386.56
26.41 613.36 386.66
26.42 613.26 386.76
26.43 613.15 386.87
26.44 613.05 386.97
26.45 612.95 387.07
26.46 612.84 387.18
26.47 612.74 387.28
26.48 612.64 387.38
26.49 612.53 387.49
26.5 612.43 387.59
26.51 612.33 387.69
26.52 612.22 387.8
26.53 612.12 387.9
26.54 612.02 388.0
26.55 611.91 388.11
26.56 611.81 388.21
26.57 611.71 388.31
26.58 611.61 388.41
26.59 611.5 388.52
26.6 611.4 388.62
26.61 611.3 388.72
26.62 611.19 388.83
26.63 611.09 388.93
26.64 610.99 389.03
26.65 610.89 389.13
26.66 610.78 389.24
26.67 610.68 389.34
26.68 610.58 389.44
26.69 610.47 389.54
26.7 610.37 389.65
26.71 610.27 389.75
26.72 610.17 389.85
26.73 610.06 389.96
26.74 609.96 390.06
26.75 609.86 390.16
26.76 609.76 390.26
26.77 609.65 390.36
26.78 609.55 390.47
26.79 609.45 390.57
26.8 609.35 390.67
26.81 609.25 390.77
26.82 609.14 390.88
26.83 609.04 390.98
26.84 608.94 391.08
26.85 608.84 391.18
26.86 608.73 391.29
26.87 608.63 391.39
26.88 608.53 391.49
26.89 608.43 391.59
26.9 608.33 391.69
26.91 608.22 391.8
26.92 608.12 391.9
26.93 608.02 392.0
26.94 607.92 392.1
26.95 607.82 392.2
26.96 607.71 392.31
26.97 607.61 392.41
26.98 607.51 392.51
26.99 607.41 392.61
27.0 607.31 392.71
27.01 607.2 392.82
27.02 607.1 392.92
27.03 607.0 393.02
27.04 606.9 393.12
27.05 606.8 393.22
27.06 606.7 393.32
27.07 606.59 393.43
27.08 606.49 393.53
27.09 606.39 393.63
27.1 606.29 393.73
27.11 606.19 393.83
27.12 606.09 393.93
27.13 605.98 394.04
27.14 605.88 394.14
27.15 605.78 394.24
27.16 605.68 394.34
27.17 605.58 394.44
27.18 605.48 394.54
27.19 605.38 394.64
27.2 605.27 394.75
27.21 605.17 394.85
27.22 605.07 394.95
27.23 604.97 395.05
27.24 604.87 395.15
27.25 604.77 395.25
27.26 604.67 395.35
27.27 604.57 395.45
27.28 604.46 395.56
27.29 604.36 395.66
27.3 604.26 395.76
27.31 604.16 395.86
27.32 604.06 395.96
27.33 603.96 396.06
27.34 603.86 396.16
27.35 603.76 396.26
27.36 603.66 396.36
27.37 603.56 396.46
27.38 603.45 396.57
27.39 603.35 396.67
27.4 603.25 396.77
27.41 603.15 396.87
27.42 603.05 396.97
27.43 602.95 397.07
27.44 602.85 397.17
27.45 602.75 397.27
27.46 602.65 397.37
27.47 602.55 397.47
27.48 602.45 397.57
27.49 602.35 397.67
27.5 602.25 397.77
27.51 602.15 397.87
27.52 602.04 397.98
27.53 601.94 398.08
27.54 601.84 398.18
27.55 601.74 398.28
27.56 601.64 398.38
27.57 601.54 398.48
27.58 601.44 398.58
27.59 601.34 398.68
27.6 601.24 398.78
27.61 601.14 398.88
27.62 601.04 398.98
27.63 600.94 399.08
27.64 600.84 399.18
27.65 600.74 399.28
27.66 600.64 399.38
27.67 600.54 399.48
27.68 600.44 399.58
27.69 600.34 399.68
27.7 600.24 399.78
27.71 600.14 399.88
27.72 600.04 399.98
27.73 599.94 400.08
27.74 599.84 400.18
27.75 599.74 400.28
27.76 599.64 400.38
27.77 599.54 400.48
27.78 599.44 400.58
27.79 599.34 400.68
27.8 599.24 400.78
27.81 599.14 400.88
27.82 599.04 400.98
27.83 598.94 401.08
27.84 598.84 401.18
27.85 598.74 401.28
27.86 598.64 401.38
27.87 598.54 401.48
27.88 598.44 401.58
27.89 598.34 401.68
27.9 598.24 401.78
27.91 598.14 401.88
27.92 598.04 401.98
27.93 597.94 402.08
27.94 597.84 402.18
27.95 597.75 402.27
27.96 597.65 402.37
27.97 597.55 402.47
27.98 597.45 402.57
27.99 597.35 402.67
28.0 597.25 402.77
28.01 597.15 402.87
28.02 597.05 402.97
28.03 596.95 403.07
28.04 596.85 403.17
28.05 596.75 403.27
28.06 596.65 403.37
28.07 596.55 403.47
28.08 596.45 403.57
28.09 596.36 403.66
28.1 596.26 403.76
28.11 596.16 403.86
28.12 596.06 403.96
28.13 595.96 404.06
28.14 595.86 404.16
28.15 595.76 404.26
28.16 595.66 404.36
28.17 595.56 404.46
28.18 595.46 404.56
28.19 595.37 404.65
28.2 595.27 404.75
28.21 595.17 404.85
28.22 595.07 404.95
28.23 594.97 405.05
28.24 594.87 405.15
28.25 594.77 405.25
28.26 594.67 405.35
28.27 594.58 405.44
28.28 594.48 405.54
28.29 594.38 405.64
28.3 594.28 405.74
28.31 594.18 405.84
28.32 594.08 405.94
28.33 593.98 406.04
28.34 593.89 406.13
28.35 593.79 406.23
28.36 593.69 406.33
28.37 593.59 406.43
28.38 593.49 406.53
28.39 593.39 406.63
28.4 593.3 406.72
28.41 593.2 406.82
28.42 593.1 406.92
28.43 593.0 407.02
28.44 592.9 407.12
28.45 592.8 407.22
28.46 592.71 407.31
28.47 592.61 407.41
28.48 592.51 407.51
28.49 592.41 407.61
28.5 592.31 407.71
28.51 592.22 407.8
28.52 592.12 407.9
28.53 592.02 408.0
28.54 591.92 408.1
28.55 591.82 408.2
28.56 591.73 408.29
28.57 591.63 408.39
28.58 591.53 408.49
28.59 591.43 408.59
28.6 591.33 408.69
28.61 591.24 408.78
28.62 591.14 408.88
28.63 591.04 408.98
28.64 590.94 409.08
28.65 590.85 409.18
28.66 590.75 409.27
28.67 590.65 409.37
28.68 590.55 409.47
28.69 590.45 409.57
28.7 590.36 409.66
28.71 590.26 409.76
28.72 590.16 409.86
28.73 590.06 409.96
28.74 589.97 410.05
28.75 589.87 410.15
28.76 589.77 410.25
28.77 589.67 410.35
28.78 589.58 410.44
28.79 589.48 410.54
28.8 589.38 410.64
28.81 589.28 410.74
28.82 589.19 410.83
28.83 589.09 410.93
28.84 588.99 411.03
28.85 588.9 411.12
28.86 588.8 411.22
28.87 588.7 411.32
28.88 588.6 411.42
28.89 588.51 411.51
28.9 588.41 411.61
28.91 588.31 411.71
28.92 588.22 411.8
28.93 588.12 411.9
28.94 588.02 412.0
28.95 587.92 412.1
28.96 587.83 412.19
28.97 587.73 412.29
28.98 587.63 412.39
28.99 587.54 412.48
29.0 587.44 412.58
29.01 587.34 412.68
29.02 587.25 412.77
29.03 587.15 412.87
29.04 587.05 412.97
29.05 586.96 413.06
29.06 586.86 413.16
29.07 586.76 413.26
29.08 586.67 413.35
29.09 586.57 413.45
29.1 586.47 413.55
29.11 586.38 413.64
29.12 586.28 413.74
29.13 586.18 413.84
29.14 586.09 413.93
29.15 585.99 414.03
29.16 585.89 414.13
29.17 585.8 414.22
29.18 585.7 414.32
29.19 585.6 414.42
29.2 585.51 414.51
29.21 585.41 414.61
29.22 585.31 414.71
29.23 585.22 414.8
29.24 585.12 414.9
29.25 585.03 414.99
29.26 584.93 415.09
29.27 584.83 415.19
29.28 584.74 415.28
29.29 584.64 415.38
29.3 584.54 415.48
29.31 584.45 415.57
29.32 584.35 415.67
29.33 584.26 415.76
29.34 584.16 415.86
29.35 584.06 415.96
29.36 583.97 416.05
29.37 583.87 416.15
29.38 583.78 416.24
29.39 583.68 416.34
29.4 583.58 416.44
29.41 583.49 416.53
29.42 583.39 416.63
29.43 583.3 416.72
29.44 583.2 416.82
29.45 583.11 416.92
29.46 583.01 417.01
29.47 582.91 417.11
29.48 582.82 417.2
29.49 582.72 417.3
29.5 582.63 417.39
29.51 582.53 417.49
29.52 582.44 417.59
29.53 582.34 417.68
29.54 582.24 417.78
29.55 582.15 417.87
29.56 582.05 417.97
29.57 581.96 418.06
29.58 581.86 418.16
29.59 581.77 418.25
29.6 581.67 418.35
29.61 581.58 418.45
29.62 581.48 418.54
29.63 581.39 418.64
29.64 581.29 418.73
29.65 581.19 418.83
29.66 581.1 418.92
29.67 581.0 419.02
29.68 580.91 419.11
29.69 580.81 419.21
29.7 580.72 419.3
29.71 580.62 419.4
29.72 580.53 419.49
29.73 580.43 419.59
29.74 580.34 419.68
29.75 580.24 419.78
29.76 580.15 419.87
29.77 580.05 419.97
29.78 579.96 420.06
29.79 579.86 420.16
29.8 579.77 420.25
29.81 579.67 420.35
29.82 579.58 420.44
29.83 579.48 420.54
29.84 579.39 420.63
29.85 579.29 420.73
29.86 579.2 420.82
29.87 579.1 420.92
29.88 579.01 421.01
29.89 578.91 421.11
29.9 578.82 421.2
29.91 578.72 421.3
29.92 578.63 421.39
29.93 578.54 421.49
29.94 578.44 421.58
29.95 578.35 421.68
29.96 578.25 421.77
29.97 578.16 421.86
29.98 578.06 421.96
29.99 577.97 422.05
30.0 577.87 422.15
30.01 577.78 422.24
30.02 577.68 422.34
30.03 577.59 422.43
30.04 577.5 422.53
30.05 577.4 422.62
30.06 577.31 422.71
30.07 577.21 422.81
30.08 577.12 422.9
30.09 577.02 423.0
30.1 576.93 423.09
30.11 576.84 423.19
30.12 576.74 423.28
30.13 576.65 423.37
30.14 576.55 423.47
30.15 576.46 423.56
30.16 576.36 423.66
30.17 576.27 423.75
30.18 576.18 423.84
30.19 576.08 423.94
30.2 575.99 424.03
30.21 575.89 424.13
30.22 575.8 424.22
30.23 575.71 424.31
30.24 575.61 424.41
30.25 575.52 424.5
30.26 575.43 424.6
30.27 575.33 424.69
30.28 575.24 424.78
30.29 575.14 424.88
30.3 575.05 424.97
30.31 574.96 425.07
30.32 574.86 425.16
30.33 574.77 425.25
30.34 574.67 425.35
30.35 574.58 425.44
30.36 574.49 425.53
30.37 574.39 425.63
30.38 574.3 425.72
30.39 574.21 425.81
30.4 574.11 425.91
30.41 574.02 426.0
30.42 573.93 426.1
30.43 573.83 426.19
30.44 573.74 426.28
30.45 573.65 426.38
30.46 573.55 426.47
30.47 573.46 426.56
30.48 573.37 426.66
30.49 573.27 426.75
30.5 573.18 426.84
30.51 573.09 426.94
30.52 572.99 427.03
30.53 572.9 427.12
30.54 572.81 427.22
30.55 572.71 427.31
30.56 572.62 427.4
30.57 572.53 427.49
30.58 572.43 427.59
30.59 572.34 427.68
30.6 572.25 427.77
30.61 572.15 427.87
30.62 572.06 427.96
30.63 571.97 428.05
30.64 571.88 428.15
30.65 571.78 428.24
30.66 571.69 428.33
30.67 571.6 428.43
30.68 571.5 428.52
30.69 571.41 428.61
30.7 571.32 428.7
30.71 571.22 428.8
30.72 571.13 428.89
30.73 571.04 428.98
30.74 570.95 429.07
30.75 570.85 429.17
30.76 570.76 429.26
30.77 570.67 429.35
30.78 570.58 429.45
30.79 570.48 429.54
30.8 570.39 429.63
30.81 570.3 429.72
30.82 570.21 429.82
30.83 570.11 429.91
30.84 570.02 430.0
30.85 569.93 430.09
30.86 569.84 430.19
30.87 569.74 430.28
30.88 569.65 430.37
30.89 569.56 430.46
30.9 569.47 430.56
30.91 569.37 430.65
30.92 569.28 430.74
30.93 569.19 430.83
30.94 569.1 430.93
30.95 569.0 431.02
30.96 568.91 431.11
30.97 568.82 431.2
30.98 568.73 431.29
30.99 568.64 431.39
31.0 568.54 431.48
31.01 568.45 431.57
31.02 568.36 431.66
31.03 568.27 431.75
31.04 568.17 431.85
31.05 568.08 431.94
31.06 567.99 432.03
31.07 567.9 432.12
31.08 567.81 432.21
31.09 567.71 432.31
31.1 567.62 432.4
31.11 567.53 432.49
31.12 567.44 432.58
31.13 567.35 432.67
31.14 567.26 432.77
31.15 567.16 432.86
31.16 567.07 432.95
31.17 566.98 433.04
31.18 566.89 433.13
31.19 566.8 433.23
31.2 566.7 433.32
31.21 566.61 433.41
31.22 566.52 433.5
31.23 566.43 433.59
31.24 566.34 433.68
31.25 566.25 433.77
31.26 566.16 433.87
31.27 566.06 433.96
31.28 565.97 434.05
31.29 565.88 434.14
31.3 565.79 434.23
31.31 565.7 434.32
31.32 565.61 434.42
31.33 565.51 434.51
31.34 565.42 434.6
31.35 565.33 434.69
31.36 565.24 434.78
31.37 565.15 434.87
31.38 565.06 434.96
31.39 564.97 435.05
31.4 564.88 435.15
31.41 564.78 435.24
31.42 564.69 435.33
31.43 564.6 435.42
31.44 564.51 435.51
31.45 564.42 435.6
31.46 564.33 435.69
31.47 564.24 435.78
31.48 564.15 435.88
31.49 564.06 435.97
31.5 563.96 436.06
31.51 563.87 436.15
31.52 563.78 436.24
31.53 563.69 436.33
31.54 563.6 436.42
31.55 563.51 436.51
31.56 563.42 436.6
31.57 563.33 436.69
31.58 563.24 436.78
31.59 563.15 436.88
31.6 563.06 436.97
31.61 562.97 437.06
31.62 562.87 437.15
31.63 562.78 437.24
31.64 562.69 437.33
31.65 562.6 437.42
31.66 562.51 437.51
31.67 562.42 437.6
31.68 562.33 437.69
31.69 562.24 437.78
31.7 562.15 437.87
31.71 562.06 437.96
31.72 561.97 438.05
31.73 561.88 438.14
31.74 561.79 438.23
31.75 561.7 438.33
31.76 561.61 438.42
31.77 561.52 438.51
31.78 561.43 438.6
31.79 561.34 438.69
31.8 561.24 438.78
31.81 561.15 438.87
31.82 561.06 438.96
31.83 560.97 439.05
31.84 560.88 439.14
31.85 560.79 439.23
31.86 560.7 439.32
31.87 560.61 439.41
31.88 560.52 439.5
31.89 560.43 439.59
31.9 560.34 439.68
31.91 560.25 439.77
31.92 560.16 439.86
31.93 560.07 439.95
31.94 559.98 440.04
31.95 559.89 440.13
31.96 559.8 440.22
31.97 559.71 440.31
31.98 559.62 440.4
31.99 559.53 440.49
32.0 559.44 440.58
32.01 559.35 440.67
32.02 559.26 440.76
32.03 559.17 440.85
32.04 559.08 440.94
32.05 558.99 441.03
32.06 558.9 441.12
32.07 558.81 441.21
32.08 558.72 441.3
32.09 558.64 441.39
32.1 558.55 441.48
32.11 558.46 441.57
32.12 558.37 441.66
32.13 558.28 441.75
32.14 558.19 441.83
32.15 558.1 441.92
32.16 558.01 442.01
32.17 557.92 442.1
32.18 557.83 442.19
32.19 557.74 442.28
32.2 557.65 442.37
32.21 557.56 442.46
32.22 557.47 442.55
32.23 557.38 442.64
32.24 557.29 442.73
32.25 557.2 442.82
32.26 557.11 442.91
32.27 557.02 443.0
32.28 556.94 443.09
32.29 556.85 443.18
32.3 556.76 443.26
32.31 556.67 443.35
32.32 556.58 443.44
32.33 556.49 443.53
32.34 556.4 443.62
32.35 556.31 443.71
32.36 556.22 443.8
32.37 556.13 443.89
32.38 556.04 443.98
32.39 555.96 444.07
32.4 555.87 444.16
32.41 555.78 444.24
32.42 555.69 444.33
32.43 555.6 444.42
32.44 555.51 444.51
32.45 555.42 444.6
32.46 555.33 444.69
32.47 555.24 444.78
32.48 555.16 444.87
32.49 555.07 444.96
32.5 554.98 445.04
32.51 554.89 445.13
32.52 554.8 445.22
32.53 554.71 445.31
32.54 554.62 445.4
32.55 554.53 445.49
32.56 554.45 445.58
32.57 554.36 445.67
32.58 554.27 445.75
32.59 554.18 445.84
32.6 554.09 445.93
32.61 554.0 446.02
32.62 553.91 446.11
32.63 553.83 446.2
32.64 553.74 446.28
32.65 553.65 446.37
32.66 553.56 446.46
32.67 553.47 446.55
32.68 553.38 446.64
32.69 553.3 446.73
32.7 553.21 446.82
32.71 553.12 446.9
32.72 553.03 446.99
32.73 552.94 447.08
32.74 552.85 447.17
32.75 552.77 447.26
32.76 552.68 447.34
32.77 552.59 447.43
32.78 552.5 447.52
32.79 552.41 447.61
32.8 552.33 447.7
32.81 552.24 447.79
32.82 552.15 447.87
32.83 552.06 447.96
32.84 551.97 448.05
32.85 551.89 448.14
32.86 551.8 448.23
32.87 551.71 448.31
32.88 551.62 448.4
32.89 551.53 448.49
32.9 551.45 448.58
32.91 551.36 448.66
32.92 551.27 448.75
32.93 551.18 448.84
32.94 551.09 448.93
32.95 551.01 449.02
32.96 550.92 449.1
32.97 550.83 449.19
32.98 550.74 449.28
32.99 550.66 449.37
33.0 550.57 449.45
33.01 550.48 449.54
33.02 550.39 449.63
33.03 550.31 449.72
33.04 550.22 449.81
33.05 550.13 449.89
33.06 550.04 449.98
33.07 549.95 450.07
33.08 549.87 450.16
33.09 549.78 450.24
33.1 549.69 450.33
33.11 549.61 450.42
33.12 549.52 450.5
33.13 549.43 450.59
33.14 549.34 450.68
33.15 549.26 450.77
33.16 549.17 450.85
33.17 549.08 450.94
33.18 548.99 451.03
33.19 548.91 451.12
33.2 548.82 451.2
33.21 548.73 451.29
33.22 548.64 451.38
33.23 548.56 451.46
33.24 548.47 451.55
33.25 548.38 451.64
33.26 548.3 451.73
33.27 548.21 451.81
33.28 548.12 451.9
33.29 548.04 451.99
33.3 547.95 452.07
33.31 547.86 452.16
33.32 547.77 452.25
33.33 547.69 452.34
33.34 547.6 452.42
33.35 547.51 452.51
33.36 547.43 452.6
33.37 547.34 452.68
33.38 547.25 452.77
33.39 547.17 452.86
33.4 547.08 452.94
33.41 546.99 453.03
33.42 546.91 453.12
33.43 546.82 453.2
33.44 546.73 453.29
33.45 546.65 453.38
33.46 546.56 453.46
33.47 546.47 453.55
33.48 546.39 453.64
33.49 546.3 453.72
33.5 546.21 453.81
33.51 546.13 453.9
33.52 546.04 453.98
33.53 545.95 454.07
33.54 545.87 454.16
33.55 545.78 454.24
33.56 545.69 454.33
33.57 545.61 454.42
33.58 545.52 454.5
33.59 545.43 454.59
33.6 545.35 454.67
33.61 545.26 454.76
33.62 545.18 454.85
33.63 545.09 454.93
33.64 545.0 455.02
33.65 544.92 455.11
33.66 544.83 455.19
33.67 544.74 455.28
33.68 544.66 455.36
33.69 544.57 455.45
33.7 544.49 455.54
33.71 544.4 455.62
33.72 544.31 455.71
33.73 544.23 455.8
33.74 544.14 455.88
33.75 544.06 455.97
33.76 543.97 456.05
33.77 543.88 456.14
33.78 543.8 456.23
33.79 543.71 456.31
33.8 543.63 456.4
33.81 543.54 456.48
33.82 543.45 456.57
33.83 543.37 456.65
33.84 543.28 456.74
33.85 543.2 456.83
33.86 543.11 456.91
33.87 543.02 457.0
33.88 542.94 457.08
33.89 542.85 457.17
33.9 542.77 457.26
33.91 542.68 457.34
33.92 542.6 457.43
33.93 542.51 457.51
33.94 542.43 457.6
33.95 542.34 457.68
33.96 542.25 457.77
33.97 542.17 457.85
33.98 542.08 457.94
33.99 542.0 458.03
34.0 541.91 458.11
34.01 541.83 458.2
34.02 541.74 458.28
34.03 541.66 458.37
34.04 541.57 458.45
34.05 541.48 458.54
34.06 541.4 458.62
34.07 541.31 458.71
34.08 541.23 458.79
34.09 541.14 458.88
34.1 541.06 458.96
34.11 540.97 459.05
34.12 540.89 459.14
34.13 540.8 459.22
34.14 540.72 459.31
34.15 540.63 459.39
34.16 540.55 459.48
34.17 540.46 459.56
34.18 540.38 459.65
34.19 540.29 459.73
34.2 540.21 459.82
34.21 540.12 459.9
34.22 540.04 459.99
34.23 539.95 460.07
34.24 539.87 460.16
34.25 539.78 460.24
34.26 539.7 460.33
34.27 539.61 460.41
34.28 539.53 460.5
34.29 539.44 460.58
34.3 539.36 460.67
34.31 539.27 460.75
34.32 539.19 460.84
34.33 539.1 460.92
34.34 539.02 461.01
34.35 538.93 461.09
34.36 538.85 461.17
34.37 538.76 461.26
34.38 538.68 461.34
34.39 538.59 461.43
34.4 538.51 461.51
34.41 538.42 461.6
34.42 538.34 461.68
34.43 538.26 461.77
34.44 538.17 461.85
34.45 538.09 461.94
34.46 538.0 462.02
34.47 537.92 462.11
34.48 537.83 462.19
34.49 537.75 462.27
34.5 537.66 462.36
34.51 537.58 462.44
34.52 537.5 462.53
34.53 537.41 462.61
34.54 537.33 462.7
34.55 537.24 462.78
34.56 537.16 462.87
34.57 537.07 462.95
34.58 536.99 463.03
34.59 536.91 463.12
34.6 536.82 463.2
34.61 536.74 463.29
34.62 536.65 463.37
34.63 536.57 463.45
34.64 536.48 463.54
34.65 536.4 463.62
34.66 536.32 463.71
34.67 536.23 463.79
34.68 536.15 463.88
34.69 536.06 463.96
34.7 535.98 464.04
34.71 535.9 464.13
34.72 535.81 464.21
34.73 535.73 464.3
34.74 535.64 464.38
34.75 535.56 464.46
34.76 535.48 464.55
34.77 535.39 464.63
34.78 535.31 464.71
34.79 535.22 464.8
34.8 535.14 464.88
34.81 535.06 464.97
34.82 534.97 465.05
34.83 534.89 465.13
34.84 534.81 465.22
34.85 534.72 465.3
34.86 534.64 465.38
34.87 534.56 465.47
34.88 534.47 465.55
34.89 534.39 465.64
34.9 534.3 465.72
34.91 534.22 465.8
34.92 534.14 465.89
34.93 534.05 465.97
34.94 533.97 466.05
34.95 533.89 466.14
34.96 533.8 466.22
34.97 533.72 466.3
34.98 533.64 466.39
34.99 533.55 466.47
35.0 533.47 466.55
35.01 533.39 466.64
35.02 533.3 466.72
35.03 533.22 466.8
35.04 533.14 466.89
35.05 533.05 466.97
35.06 532.97 467.05
35.07 532.89 467.14
35.08 532.8 467.22
35.09 532.72 467.3
35.1 532.64 467.39
35.11 532.55 467.47
35.12 532.47 467.55
35.13 532.39 467.64
35.14 532.3 467.72
35.15 532.22 467.8
35.16 532.14 467.89
35.17 532.06 467.97
35.18 531.97 468.05
35.19 531.89 468.13
35.2 531.81 468.22
35.21 531.72 468.3
35.22 531.64 468.38
35.23 531.56 468.47
35.24 531.47 468.55
35.25 531.39 468.63
35.26 531.31 468.71
35.27 531.23 468.8
35.28 531.14 468.88
35.29 531.06 468.96
35.3 530.98 469.05
35.31 530.89 469.13
35.32 530.81 469.21
35.33 530.73 469.29
35.34 530.65 469.38
35.35 530.56 469.46
35.36 530.48 469.54
35.37 530.4 469.62
35.38 530.32 469.71
35.39 530.23 469.79
35.4 530.15 469.87
35.41 530.07 469.95
35.42 529.99 470.04
35.43 529.9 470.12
35.44 529.82 470.2
35.45 529.74 470.28
35.46 529.66 470.37
35.47 529.57 470.45
35.48 529.49 470.53
35.49 529.41 470.61
35.5 529.33 470.7
35.51 529.24 470.78
35.52 529.16 470.86
35.53 529.08 470.94
35.54 529.0 471.03
35.55 528.92 471.11
35.56 528.83 471.19
35.57 528.75 471.27
35.58 528.67 471.35
35.59 528.59 471.44
35.6 528.5 471.52
35.61 528.42 471.6
35.62 528.34 471.68
35.63 528.26 471.77
35.64 528.18 471.85
35.65 528.09 471.93
35.66 528.01 472.01
35.67 527.93 472.09
35.68 527.85 472.18
35.69 527.77 472.26
35.7 527.68 472.34
35.71 527.6 472.42
35.72 527.52 472.5
35.73 527.44 472.59
35.74 527.36 472.67
35.75 527.27 472.75
35.76 527.19 472.83
35.77 527.11 472.91
35.78 527.03 472.99
35.79 526.95 473.08
35.8 526.87 473.16
35.81 526.78 473.24
35.82 526.7 473.32
35.83 526.62 473.4
35.84 526.54 473.48
35.85 526.46 473.57
35.86 526.38 473.65
35.87 526.29 473.73
35.88 526.21 473.81
35.89 526.13 473.89
35.9 526.05 473.97
35.91 525.97 474.06
35.92 525.89 474.14
35.93 525.81 474.22
35.94 525.72 474.3
35.95 525.64 474.38
35.96 525.56 474.46
35.97 525.48 474.54
35.98 525.4 474.63
35.99 525.32 474.71
36.0 525.24 474.79
36.01 525.15 474.87
36.02 525.07 474.95
36.03 524.99 475.03
36.04 524.91 475.11
36.05 524.83 475.19
36.06 524.75 475.28
36.07 524.67 475.36
36.08 524.59 475.44
36.09 524.5 475.52
36.1 524.42 475.6
36.11 524.34 475.68
36.12 524.26 475.76
36.13 524.18 475.84
36.14 524.1 475.92
36.15 524.02 476.01
36.16 523.94 476.09
36.17 523.86 476.17
36.18 523.78 476.25
36.19 523.69 476.33
36.2 523.61 476.41
36.21 523.53 476.49
36.22 523.45 476.57
36.23 523.37 476.65
36.24 523.29 476.73
36.25 523.21 476.81
36.26 523.13 476.9
36.27 523.05 476.98
36.28 522.97 477.06
36.29 522.89 477.14
36.3 522.81 477.22
36.31 522.72 477.3
36.32 522.64 477.38
36.33 522.56 477.46
36.34 522.48 477.54
36.35 522.4 477.62
36.36 522.32 477.7
36.37 522.24 477.78
36.38 522.16 477.86
36.39 522.08 477.94
36.4 522.0 478.02
36.41 521.92 478.11
36.42 521.84 478.19
36.43 521.76 478.27
36.44 521.68 478.35
36.45 521.6 478.43
36.46 521.52 478.51
36.47 521.44 478.59
36.48 521.36 478.67
36.49 521.28 478.75
36.5 521.2 478.83
36.51 521.11 478.91
36.52 521.03 478.99
36.53 520.95 479.07
36.54 520.87 479.15
36.55 520.79 479.23
36.56 520.71 479.31
36.57 520.63 479.39
36.58 520.55 479.47
36.59 520.47 479.55
36.6 520.39 479.63
36.61 520.31 479.71
36.62 520.23 479.79
36.63 520.15 479.87
36.64 520.07 479.95
36.65 519.99 480.03
36.66 519.91 480.11
36.67 519.83 480.19
36.68 519.75 480.27
36.69 519.67 480.35
36.7 519.59 480.43
36.71 519.51 480.51
36.72 519.43 480.59
36.73 519.35 480.67
36.74 519.27 480.75
36.75 519.19 480.83
36.76 519.11 480.91
36.77 519.03 480.99
36.78 518.95 481.07
36.79 518.87 481.15
36.8 518.8 481.23
36.81 518.72 481.31
36.82 518.64 481.39
36.83 518.56 481.47
36.84 518.48 481.55
36.85 518.4 481.63
36.86 518.32 481.71
36.87 518.24 481.79
36.88 518.16 481.87
36.89 518.08 481.95
36.9 518.0 482.03
36.91 517.92 482.1
36.92 517.84 482.18
36.93 517.76 482.26
36.94 517.68 482.34
36.95 517.6 482.42
36.96 517.52 482.5
36.97 517.44 482.58
36.98 517.36 482.66
36.99 517.28 482.74
37.0 517.21 482.82
37.01 517.13 482.9
37.02 517.05 482.98
37.03 516.97 483.06
