Time   [A]   [B] 
86.69 291.58 708.45
86.7 291.56 708.47
86.71 291.54 708.5
86.72 291.52 708.52
86.73 291.49 708.54
86.74 291.47 708.57
86.75 291.45 708.59
86.76 291.42 708.61
86.77 291.4 708.63
86.78 291.38 708.66
86.79 291.36 708.68
86.8 291.33 708.7
86.81 291.31 708.73
86.82 291.29 708.75
86.83 291.26 708.77
86.84 291.24 708.79
86.85 291.22 708.82
86.86 291.2 708.84
86.87 291.17 708.86
86.88 291.15 708.89
86.89 291.13 708.91
86.9 291.1 708.93
86.91 291.08 708.95
86.92 291.06 708.98
86.93 291.04 709.0
86.94 291.01 709.02
86.95 290.99 709.04
86.96 290.97 709.07
86.97 290.94 709.09
86.98 290.92 709.11
86.99 290.9 709.14
87.0 290.88 709.16
87.01 290.85 709.18
87.02 290.83 709.2
87.03 290.81 709.23
87.04 290.79 709.25
87.05 290.76 709.27
87.06 290.74 709.29
87.07 290.72 709.32
87.08 290.7 709.34
87.09 290.67 709.36
87.1 290.65 709.39
87.11 290.63 709.41
87.12 290.6 709.43
87.13 290.58 709.45
87.14 290.56 709.48
87.15 290.54 709.5
87.16 290.51 709.52
87.17 290.49 709.54
87.18 290.47 709.57
87.19 290.45 709.59
87.2 290.42 709.61
87.21 290.4 709.63
87.22 290.38 709.66
87.23 290.36 709.68
87.24 290.33 709.7
87.25 290.31 709.72
87.26 290.29 709.75
87.27 290.27 709.77
87.28 290.24 709.79
87.29 290.22 709.82
87.3 290.2 709.84
87.31 290.18 709.86
87.32 290.15 709.88
87.33 290.13 709.91
87.34 290.11 709.93
87.35 290.09 709.95
87.36 290.06 709.97
87.37 290.04 710.0
87.38 290.02 710.02
87.39 290.0 710.04
87.4 289.97 710.06
87.41 289.95 710.09
87.42 289.93 710.11
87.43 289.91 710.13
87.44 289.88 710.15
87.45 289.86 710.18
87.46 289.84 710.2
87.47 289.82 710.22
87.48 289.79 710.24
87.49 289.77 710.27
87.5 289.75 710.29
87.51 289.73 710.31
87.52 289.7 710.33
87.53 289.68 710.35
87.54 289.66 710.38
87.55 289.64 710.4
87.56 289.61 710.42
87.57 289.59 710.44
87.58 289.57 710.47
87.59 289.55 710.49
87.6 289.52 710.51
87.61 289.5 710.53
87.62 289.48 710.56
87.63 289.46 710.58
87.64 289.43 710.6
87.65 289.41 710.62
87.66 289.39 710.65
87.67 289.37 710.67
87.68 289.34 710.69
87.69 289.32 710.71
87.7 289.3 710.74
87.71 289.28 710.76
87.72 289.26 710.78
87.73 289.23 710.8
87.74 289.21 710.82
87.75 289.19 710.85
87.76 289.17 710.87
87.77 289.14 710.89
87.78 289.12 710.91
87.79 289.1 710.94
87.8 289.08 710.96
87.81 289.06 710.98
87.82 289.03 711.0
87.83 289.01 711.02
87.84 288.99 711.05
87.85 288.97 711.07
87.86 288.94 711.09
87.87 288.92 711.11
87.88 288.9 711.14
87.89 288.88 711.16
87.9 288.85 711.18
87.91 288.83 711.2
87.92 288.81 711.23
87.93 288.79 711.25
87.94 288.77 711.27
87.95 288.74 711.29
87.96 288.72 711.31
87.97 288.7 711.34
87.98 288.68 711.36
87.99 288.66 711.38
88.0 288.63 711.4
88.01 288.61 711.42
88.02 288.59 711.45
88.03 288.57 711.47
88.04 288.54 711.49
88.05 288.52 711.51
88.06 288.5 711.54
88.07 288.48 711.56
88.08 288.46 711.58
88.09 288.43 711.6
88.1 288.41 711.62
88.11 288.39 711.65
88.12 288.37 711.67
88.13 288.35 711.69
88.14 288.32 711.71
88.15 288.3 711.73
88.16 288.28 711.76
88.17 288.26 711.78
88.18 288.24 711.8
88.19 288.21 711.82
88.2 288.19 711.84
88.21 288.17 711.87
88.22 288.15 711.89
88.23 288.12 711.91
88.24 288.1 711.93
88.25 288.08 711.95
88.26 288.06 711.98
88.27 288.04 712.0
88.28 288.01 712.02
88.29 287.99 712.04
88.3 287.97 712.06
88.31 287.95 712.09
88.32 287.93 712.11
88.33 287.9 712.13
88.34 287.88 712.15
88.35 287.86 712.17
88.36 287.84 712.2
88.37 287.82 712.22
88.38 287.8 712.24
88.39 287.77 712.26
88.4 287.75 712.28
88.41 287.73 712.31
88.42 287.71 712.33
88.43 287.69 712.35
88.44 287.66 712.37
88.45 287.64 712.39
88.46 287.62 712.42
88.47 287.6 712.44
88.48 287.58 712.46
88.49 287.55 712.48
88.5 287.53 712.5
88.51 287.51 712.53
88.52 287.49 712.55
88.53 287.47 712.57
88.54 287.44 712.59
88.55 287.42 712.61
88.56 287.4 712.63
88.57 287.38 712.66
88.58 287.36 712.68
88.59 287.34 712.7
88.6 287.31 712.72
88.61 287.29 712.74
88.62 287.27 712.77
88.63 287.25 712.79
88.64 287.23 712.81
88.65 287.2 712.83
88.66 287.18 712.85
88.67 287.16 712.87
88.68 287.14 712.9
88.69 287.12 712.92
88.7 287.1 712.94
88.71 287.07 712.96
88.72 287.05 712.98
88.73 287.03 713.01
88.74 287.01 713.03
88.75 286.99 713.05
88.76 286.96 713.07
88.77 286.94 713.09
88.78 286.92 713.11
88.79 286.9 713.14
88.8 286.88 713.16
88.81 286.86 713.18
88.82 286.83 713.2
88.83 286.81 713.22
88.84 286.79 713.24
88.85 286.77 713.27
88.86 286.75 713.29
88.87 286.73 713.31
88.88 286.7 713.33
88.89 286.68 713.35
88.9 286.66 713.37
88.91 286.64 713.4
88.92 286.62 713.42
88.93 286.6 713.44
88.94 286.57 713.46
88.95 286.55 713.48
88.96 286.53 713.5
88.97 286.51 713.53
88.98 286.49 713.55
88.99 286.47 713.57
89.0 286.44 713.59
89.01 286.42 713.61
89.02 286.4 713.63
89.03 286.38 713.66
89.04 286.36 713.68
89.05 286.34 713.7
89.06 286.32 713.72
89.07 286.29 713.74
89.08 286.27 713.76
89.09 286.25 713.79
89.1 286.23 713.81
89.11 286.21 713.83
89.12 286.19 713.85
89.13 286.16 713.87
89.14 286.14 713.89
89.15 286.12 713.91
89.16 286.1 713.94
89.17 286.08 713.96
89.18 286.06 713.98
89.19 286.04 714.0
89.2 286.01 714.02
89.21 285.99 714.04
89.22 285.97 714.07
89.23 285.95 714.09
89.24 285.93 714.11
89.25 285.91 714.13
89.26 285.88 714.15
89.27 285.86 714.17
89.28 285.84 714.19
89.29 285.82 714.22
89.3 285.8 714.24
89.31 285.78 714.26
89.32 285.76 714.28
89.33 285.73 714.3
89.34 285.71 714.32
89.35 285.69 714.34
89.36 285.67 714.37
89.37 285.65 714.39
89.38 285.63 714.41
89.39 285.61 714.43
89.4 285.58 714.45
89.41 285.56 714.47
89.42 285.54 714.49
89.43 285.52 714.52
89.44 285.5 714.54
89.45 285.48 714.56
89.46 285.46 714.58
89.47 285.43 714.6
89.48 285.41 714.62
89.49 285.39 714.64
89.5 285.37 714.66
89.51 285.35 714.69
89.52 285.33 714.71
89.53 285.31 714.73
89.54 285.29 714.75
89.55 285.26 714.77
89.56 285.24 714.79
89.57 285.22 714.81
89.58 285.2 714.84
89.59 285.18 714.86
89.6 285.16 714.88
89.61 285.14 714.9
89.62 285.12 714.92
89.63 285.09 714.94
89.64 285.07 714.96
89.65 285.05 714.98
89.66 285.03 715.01
89.67 285.01 715.03
89.68 284.99 715.05
89.69 284.97 715.07
89.7 284.95 715.09
89.71 284.92 715.11
89.72 284.9 715.13
89.73 284.88 715.15
89.74 284.86 715.18
89.75 284.84 715.2
89.76 284.82 715.22
89.77 284.8 715.24
89.78 284.78 715.26
89.79 284.75 715.28
89.8 284.73 715.3
89.81 284.71 715.32
89.82 284.69 715.35
89.83 284.67 715.37
89.84 284.65 715.39
89.85 284.63 715.41
89.86 284.61 715.43
89.87 284.58 715.45
89.88 284.56 715.47
89.89 284.54 715.49
89.9 284.52 715.51
89.91 284.5 715.54
89.92 284.48 715.56
89.93 284.46 715.58
89.94 284.44 715.6
89.95 284.42 715.62
89.96 284.39 715.64
89.97 284.37 715.66
89.98 284.35 715.68
89.99 284.33 715.7
90.0 284.31 715.73
90.01 284.29 715.75
90.02 284.27 715.77
90.03 284.25 715.79
90.04 284.23 715.81
90.05 284.21 715.83
90.06 284.18 715.85
90.07 284.16 715.87
90.08 284.14 715.89
90.09 284.12 715.91
90.1 284.1 715.94
90.11 284.08 715.96
90.12 284.06 715.98
90.13 284.04 716.0
90.14 284.02 716.02
90.15 283.99 716.04
90.16 283.97 716.06
90.17 283.95 716.08
90.18 283.93 716.1
90.19 283.91 716.12
90.2 283.89 716.15
90.21 283.87 716.17
90.22 283.85 716.19
90.23 283.83 716.21
90.24 283.81 716.23
90.25 283.79 716.25
90.26 283.76 716.27
90.27 283.74 716.29
90.28 283.72 716.31
90.29 283.7 716.33
90.3 283.68 716.36
90.31 283.66 716.38
90.32 283.64 716.4
90.33 283.62 716.42
90.34 283.6 716.44
90.35 283.58 716.46
90.36 283.56 716.48
90.37 283.53 716.5
90.38 283.51 716.52
90.39 283.49 716.54
90.4 283.47 716.56
90.41 283.45 716.59
90.42 283.43 716.61
90.43 283.41 716.63
90.44 283.39 716.65
90.45 283.37 716.67
90.46 283.35 716.69
90.47 283.33 716.71
90.48 283.3 716.73
90.49 283.28 716.75
90.5 283.26 716.77
90.51 283.24 716.79
90.52 283.22 716.81
90.53 283.2 716.84
90.54 283.18 716.86
90.55 283.16 716.88
90.56 283.14 716.9
90.57 283.12 716.92
90.58 283.1 716.94
90.59 283.08 716.96
90.6 283.06 716.98
90.61 283.03 717.0
90.62 283.01 717.02
90.63 282.99 717.04
90.64 282.97 717.06
90.65 282.95 717.08
90.66 282.93 717.11
90.67 282.91 717.13
90.68 282.89 717.15
90.69 282.87 717.17
90.7 282.85 717.19
90.71 282.83 717.21
90.72 282.81 717.23
90.73 282.79 717.25
90.74 282.77 717.27
90.75 282.74 717.29
90.76 282.72 717.31
90.77 282.7 717.33
90.78 282.68 717.35
90.79 282.66 717.37
90.8 282.64 717.39
90.81 282.62 717.42
90.82 282.6 717.44
90.83 282.58 717.46
90.84 282.56 717.48
90.85 282.54 717.5
90.86 282.52 717.52
90.87 282.5 717.54
90.88 282.48 717.56
90.89 282.46 717.58
90.9 282.43 717.6
90.91 282.41 717.62
90.92 282.39 717.64
90.93 282.37 717.66
90.94 282.35 717.68
90.95 282.33 717.7
90.96 282.31 717.72
90.97 282.29 717.75
90.98 282.27 717.77
90.99 282.25 717.79
91.0 282.23 717.81
91.01 282.21 717.83
91.02 282.19 717.85
91.03 282.17 717.87
91.04 282.15 717.89
91.05 282.13 717.91
91.06 282.11 717.93
91.07 282.09 717.95
91.08 282.06 717.97
91.09 282.04 717.99
91.1 282.02 718.01
91.11 282.0 718.03
91.12 281.98 718.05
91.13 281.96 718.07
91.14 281.94 718.09
91.15 281.92 718.11
91.16 281.9 718.14
91.17 281.88 718.16
91.18 281.86 718.18
91.19 281.84 718.2
91.2 281.82 718.22
91.21 281.8 718.24
91.22 281.78 718.26
91.23 281.76 718.28
91.24 281.74 718.3
91.25 281.72 718.32
91.26 281.7 718.34
91.27 281.68 718.36
91.28 281.66 718.38
91.29 281.63 718.4
91.3 281.61 718.42
91.31 281.59 718.44
91.32 281.57 718.46
91.33 281.55 718.48
91.34 281.53 718.5
91.35 281.51 718.52
91.36 281.49 718.54
91.37 281.47 718.56
91.38 281.45 718.58
91.39 281.43 718.6
91.4 281.41 718.63
91.41 281.39 718.65
91.42 281.37 718.67
91.43 281.35 718.69
91.44 281.33 718.71
91.45 281.31 718.73
91.46 281.29 718.75
91.47 281.27 718.77
91.48 281.25 718.79
91.49 281.23 718.81
91.5 281.21 718.83
91.51 281.19 718.85
91.52 281.17 718.87
91.53 281.15 718.89
91.54 281.13 718.91
91.55 281.11 718.93
91.56 281.09 718.95
91.57 281.07 718.97
91.58 281.05 718.99
91.59 281.02 719.01
91.6 281.0 719.03
91.61 280.98 719.05
91.62 280.96 719.07
91.63 280.94 719.09
91.64 280.92 719.11
91.65 280.9 719.13
91.66 280.88 719.15
91.67 280.86 719.17
91.68 280.84 719.19
91.69 280.82 719.21
91.7 280.8 719.23
91.71 280.78 719.25
91.72 280.76 719.27
91.73 280.74 719.29
91.74 280.72 719.31
91.75 280.7 719.33
91.76 280.68 719.35
91.77 280.66 719.37
91.78 280.64 719.4
91.79 280.62 719.42
91.8 280.6 719.44
91.81 280.58 719.46
91.82 280.56 719.48
91.83 280.54 719.5
91.84 280.52 719.52
91.85 280.5 719.54
91.86 280.48 719.56
91.87 280.46 719.58
91.88 280.44 719.6
91.89 280.42 719.62
91.9 280.4 719.64
91.91 280.38 719.66
91.92 280.36 719.68
91.93 280.34 719.7
91.94 280.32 719.72
91.95 280.3 719.74
91.96 280.28 719.76
91.97 280.26 719.78
91.98 280.24 719.8
91.99 280.22 719.82
92.0 280.2 719.84
92.01 280.18 719.86
92.02 280.16 719.88
92.03 280.14 719.9
92.04 280.12 719.92
92.05 280.1 719.94
92.06 280.08 719.96
92.07 280.06 719.98
92.08 280.04 720.0
92.09 280.02 720.02
92.1 280.0 720.04
92.11 279.98 720.06
92.12 279.96 720.08
92.13 279.94 720.1
92.14 279.92 720.12
92.15 279.9 720.14
92.16 279.88 720.16
92.17 279.86 720.18
92.18 279.84 720.2
92.19 279.82 720.22
92.2 279.8 720.24
92.21 279.78 720.26
92.22 279.76 720.28
92.23 279.74 720.3
92.24 279.72 720.32
92.25 279.7 720.34
92.26 279.68 720.36
92.27 279.66 720.38
92.28 279.64 720.4
92.29 279.62 720.42
92.3 279.6 720.44
92.31 279.58 720.46
92.32 279.56 720.48
92.33 279.54 720.5
92.34 279.52 720.52
92.35 279.5 720.54
92.36 279.48 720.56
92.37 279.46 720.58
92.38 279.44 720.6
92.39 279.42 720.62
92.4 279.4 720.64
92.41 279.38 720.66
92.42 279.36 720.68
92.43 279.34 720.69
92.44 279.32 720.71
92.45 279.3 720.73
92.46 279.28 720.75
92.47 279.26 720.77
92.48 279.24 720.79
92.49 279.22 720.81
92.5 279.2 720.83
92.51 279.18 720.85
92.52 279.16 720.87
92.53 279.14 720.89
92.54 279.12 720.91
92.55 279.1 720.93
92.56 279.08 720.95
92.57 279.06 720.97
92.58 279.04 720.99
92.59 279.02 721.01
92.6 279.0 721.03
92.61 278.98 721.05
92.62 278.97 721.07
92.63 278.95 721.09
92.64 278.93 721.11
92.65 278.91 721.13
92.66 278.89 721.15
92.67 278.87 721.17
92.68 278.85 721.19
92.69 278.83 721.21
92.7 278.81 721.23
92.71 278.79 721.25
92.72 278.77 721.27
92.73 278.75 721.29
92.74 278.73 721.31
92.75 278.71 721.33
92.76 278.69 721.35
92.77 278.67 721.37
92.78 278.65 721.39
92.79 278.63 721.41
92.8 278.61 721.43
92.81 278.59 721.45
92.82 278.57 721.46
92.83 278.55 721.48
92.84 278.53 721.5
92.85 278.51 721.52
92.86 278.49 721.54
92.87 278.47 721.56
92.88 278.45 721.58
92.89 278.43 721.6
92.9 278.41 721.62
92.91 278.39 721.64
92.92 278.38 721.66
92.93 278.36 721.68
92.94 278.34 721.7
92.95 278.32 721.72
92.96 278.3 721.74
92.97 278.28 721.76
92.98 278.26 721.78
92.99 278.24 721.8
93.0 278.22 721.82
93.01 278.2 721.84
93.02 278.18 721.86
93.03 278.16 721.88
93.04 278.14 721.9
93.05 278.12 721.92
93.06 278.1 721.93
93.07 278.08 721.95
93.08 278.06 721.97
93.09 278.04 721.99
93.1 278.02 722.01
93.11 278.0 722.03
93.12 277.98 722.05
93.13 277.96 722.07
93.14 277.95 722.09
93.15 277.93 722.11
93.16 277.91 722.13
93.17 277.89 722.15
93.18 277.87 722.17
93.19 277.85 722.19
93.2 277.83 722.21
93.21 277.81 722.23
93.22 277.79 722.25
93.23 277.77 722.27
93.24 277.75 722.29
93.25 277.73 722.3
93.26 277.71 722.32
93.27 277.69 722.34
93.28 277.67 722.36
93.29 277.65 722.38
93.3 277.63 722.4
93.31 277.61 722.42
93.32 277.6 722.44
93.33 277.58 722.46
93.34 277.56 722.48
93.35 277.54 722.5
93.36 277.52 722.52
93.37 277.5 722.54
93.38 277.48 722.56
93.39 277.46 722.58
93.4 277.44 722.6
93.41 277.42 722.62
93.42 277.4 722.63
93.43 277.38 722.65
93.44 277.36 722.67
93.45 277.34 722.69
93.46 277.32 722.71
93.47 277.3 722.73
93.48 277.29 722.75
93.49 277.27 722.77
93.5 277.25 722.79
93.51 277.23 722.81
93.52 277.21 722.83
93.53 277.19 722.85
93.54 277.17 722.87
93.55 277.15 722.89
93.56 277.13 722.91
93.57 277.11 722.92
93.58 277.09 722.94
93.59 277.07 722.96
93.6 277.05 722.98
93.61 277.03 723.0
93.62 277.02 723.02
93.63 277.0 723.04
93.64 276.98 723.06
93.65 276.96 723.08
93.66 276.94 723.1
93.67 276.92 723.12
93.68 276.9 723.14
93.69 276.88 723.16
93.7 276.86 723.17
93.71 276.84 723.19
93.72 276.82 723.21
93.73 276.8 723.23
93.74 276.78 723.25
93.75 276.77 723.27
93.76 276.75 723.29
93.77 276.73 723.31
93.78 276.71 723.33
93.79 276.69 723.35
93.8 276.67 723.37
93.81 276.65 723.39
93.82 276.63 723.4
93.83 276.61 723.42
93.84 276.59 723.44
93.85 276.57 723.46
93.86 276.55 723.48
93.87 276.54 723.5
93.88 276.52 723.52
93.89 276.5 723.54
93.9 276.48 723.56
93.91 276.46 723.58
93.92 276.44 723.6
93.93 276.42 723.62
93.94 276.4 723.63
93.95 276.38 723.65
93.96 276.36 723.67
93.97 276.34 723.69
93.98 276.33 723.71
93.99 276.31 723.73
94.0 276.29 723.75
94.01 276.27 723.77
94.02 276.25 723.79
94.03 276.23 723.81
94.04 276.21 723.83
94.05 276.19 723.84
94.06 276.17 723.86
94.07 276.15 723.88
94.08 276.13 723.9
94.09 276.12 723.92
94.1 276.1 723.94
94.11 276.08 723.96
94.12 276.06 723.98
94.13 276.04 724.0
94.14 276.02 724.02
94.15 276.0 724.03
94.16 275.98 724.05
94.17 275.96 724.07
94.18 275.94 724.09
94.19 275.93 724.11
94.2 275.91 724.13
94.21 275.89 724.15
94.22 275.87 724.17
94.23 275.85 724.19
94.24 275.83 724.21
94.25 275.81 724.22
94.26 275.79 724.24
94.27 275.77 724.26
94.28 275.76 724.28
94.29 275.74 724.3
94.3 275.72 724.32
94.31 275.7 724.34
94.32 275.68 724.36
94.33 275.66 724.38
94.34 275.64 724.39
94.35 275.62 724.41
94.36 275.6 724.43
94.37 275.58 724.45
94.38 275.57 724.47
94.39 275.55 724.49
94.4 275.53 724.51
94.41 275.51 724.53
94.42 275.49 724.55
94.43 275.47 724.56
94.44 275.45 724.58
94.45 275.43 724.6
94.46 275.42 724.62
94.47 275.4 724.64
94.48 275.38 724.66
94.49 275.36 724.68
94.5 275.34 724.7
94.51 275.32 724.72
94.52 275.3 724.73
94.53 275.28 724.75
94.54 275.26 724.77
94.55 275.25 724.79
94.56 275.23 724.81
94.57 275.21 724.83
94.58 275.19 724.85
94.59 275.17 724.87
94.6 275.15 724.88
94.61 275.13 724.9
94.62 275.11 724.92
94.63 275.1 724.94
94.64 275.08 724.96
94.65 275.06 724.98
94.66 275.04 725.0
94.67 275.02 725.02
94.68 275.0 725.03
94.69 274.98 725.05
94.7 274.96 725.07
94.71 274.95 725.09
94.72 274.93 725.11
94.73 274.91 725.13
94.74 274.89 725.15
94.75 274.87 725.17
94.76 274.85 725.18
94.77 274.83 725.2
94.78 274.81 725.22
94.79 274.8 725.24
94.8 274.78 725.26
94.81 274.76 725.28
94.82 274.74 725.3
94.83 274.72 725.32
94.84 274.7 725.33
94.85 274.68 725.35
94.86 274.66 725.37
94.87 274.65 725.39
94.88 274.63 725.41
94.89 274.61 725.43
94.9 274.59 725.45
94.91 274.57 725.46
94.92 274.55 725.48
94.93 274.53 725.5
94.94 274.52 725.52
94.95 274.5 725.54
94.96 274.48 725.56
94.97 274.46 725.58
94.98 274.44 725.6
94.99 274.42 725.61
95.0 274.4 725.63
95.01 274.39 725.65
95.02 274.37 725.67
95.03 274.35 725.69
95.04 274.33 725.71
95.05 274.31 725.73
95.06 274.29 725.74
95.07 274.27 725.76
95.08 274.26 725.78
95.09 274.24 725.8
95.1 274.22 725.82
95.11 274.2 725.84
95.12 274.18 725.86
95.13 274.16 725.87
95.14 274.14 725.89
95.15 274.13 725.91
95.16 274.11 725.93
95.17 274.09 725.95
95.18 274.07 725.97
95.19 274.05 725.99
95.2 274.03 726.0
95.21 274.01 726.02
95.22 274.0 726.04
95.23 273.98 726.06
95.24 273.96 726.08
95.25 273.94 726.1
95.26 273.92 726.11
95.27 273.9 726.13
95.28 273.88 726.15
95.29 273.87 726.17
95.3 273.85 726.19
95.31 273.83 726.21
95.32 273.81 726.23
95.33 273.79 726.24
95.34 273.77 726.26
95.35 273.76 726.28
95.36 273.74 726.3
95.37 273.72 726.32
95.38 273.7 726.34
95.39 273.68 726.35
95.4 273.66 726.37
95.41 273.65 726.39
95.42 273.63 726.41
95.43 273.61 726.43
95.44 273.59 726.45
95.45 273.57 726.46
95.46 273.55 726.48
95.47 273.53 726.5
95.48 273.52 726.52
95.49 273.5 726.54
95.5 273.48 726.56
95.51 273.46 726.58
95.52 273.44 726.59
95.53 273.42 726.61
95.54 273.41 726.63
95.55 273.39 726.65
95.56 273.37 726.67
95.57 273.35 726.69
95.58 273.33 726.7
95.59 273.31 726.72
95.6 273.3 726.74
95.61 273.28 726.76
95.62 273.26 726.78
95.63 273.24 726.8
95.64 273.22 726.81
95.65 273.2 726.83
95.66 273.19 726.85
95.67 273.17 726.87
95.68 273.15 726.89
95.69 273.13 726.9
95.7 273.11 726.92
95.71 273.09 726.94
95.72 273.08 726.96
95.73 273.06 726.98
95.74 273.04 727.0
95.75 273.02 727.01
95.76 273.0 727.03
95.77 272.99 727.05
95.78 272.97 727.07
95.79 272.95 727.09
95.8 272.93 727.11
95.81 272.91 727.12
95.82 272.89 727.14
95.83 272.88 727.16
95.84 272.86 727.18
95.85 272.84 727.2
95.86 272.82 727.22
95.87 272.8 727.23
95.88 272.78 727.25
95.89 272.77 727.27
95.9 272.75 727.29
95.91 272.73 727.31
95.92 272.71 727.32
95.93 272.69 727.34
95.94 272.68 727.36
95.95 272.66 727.38
95.96 272.64 727.4
95.97 272.62 727.42
95.98 272.6 727.43
95.99 272.58 727.45
96.0 272.57 727.47
96.01 272.55 727.49
96.02 272.53 727.51
96.03 272.51 727.52
96.04 272.49 727.54
96.05 272.48 727.56
96.06 272.46 727.58
96.07 272.44 727.6
96.08 272.42 727.61
96.09 272.4 727.63
96.1 272.39 727.65
96.11 272.37 727.67
96.12 272.35 727.69
96.13 272.33 727.71
96.14 272.31 727.72
96.15 272.3 727.74
96.16 272.28 727.76
96.17 272.26 727.78
96.18 272.24 727.8
96.19 272.22 727.81
96.2 272.2 727.83
96.21 272.19 727.85
96.22 272.17 727.87
96.23 272.15 727.89
96.24 272.13 727.9
96.25 272.11 727.92
96.26 272.1 727.94
96.27 272.08 727.96
96.28 272.06 727.98
96.29 272.04 727.99
96.3 272.02 728.01
96.31 272.01 728.03
96.32 271.99 728.05
96.33 271.97 728.07
96.34 271.95 728.08
96.35 271.93 728.1
96.36 271.92 728.12
96.37 271.9 728.14
96.38 271.88 728.16
96.39 271.86 728.17
96.4 271.84 728.19
96.41 271.83 728.21
96.42 271.81 728.23
96.43 271.79 728.25
96.44 271.77 728.26
96.45 271.76 728.28
96.46 271.74 728.3
96.47 271.72 728.32
96.48 271.7 728.34
96.49 271.68 728.35
96.5 271.67 728.37
96.51 271.65 728.39
96.52 271.63 728.41
96.53 271.61 728.42
96.54 271.59 728.44
96.55 271.58 728.46
96.56 271.56 728.48
96.57 271.54 728.5
96.58 271.52 728.51
96.59 271.5 728.53
96.6 271.49 728.55
96.61 271.47 728.57
96.62 271.45 728.59
96.63 271.43 728.6
96.64 271.42 728.62
96.65 271.4 728.64
96.66 271.38 728.66
96.67 271.36 728.67
96.68 271.34 728.69
96.69 271.33 728.71
96.7 271.31 728.73
96.71 271.29 728.75
96.72 271.27 728.76
96.73 271.25 728.78
96.74 271.24 728.8
96.75 271.22 728.82
96.76 271.2 728.84
96.77 271.18 728.85
96.78 271.17 728.87
